score	comment	comment_english
5	Atende minha necessidade 	
5	nota 10	
1	Recebi apenas 1 unidade e comprei 2. Tento ligar toda hora na lannister.com e não consigo. Já enviei reclamação e solicitação de resposta varias vezes sem retorno. 	
5	Ótimo produto, entregaram antes do prazo. Recomendo.	
5	produto de ótima qualidade superou minhas expectativas.	
5	produto bom	
1	Após a compra no site, fiz a solicitacao do cancelamento da msm e nao fui atendido. Tentei várias vezes entrar em contato e nao consegui. Agora que o produto chegou quero devolve lo.	
2	Bom produto, só não coube o notebook de 15,6'. Vou ter que devolver.	
2	Sempre gostei de comprar nas lannister, mas essa entrega deixou a desejar.	
5	Produto em ótimo estado, funcionando e entregue antes do prazo. Ótima loja, obrigado.	
5	Produto MT bom	
3	Cortina muito bonita! 	
4	Minha única crítica é sobre a imagem do produto. A imagem é de uma cortina longa e eu a comprei achando que era grande o suficiente para a porta, no entanto ela é para janela.	
5	O produto chegou antes da data prevista. Super recomendo.	
5	Comprei no site do baratheon e, no mesmo dia, a nota foi emitida e o relógio foi enviado. Recebi uns 3 dias depois, se muito tempo.	
1	Estou aguardando eu comprei 3 produtos só veio 1 	
1	Comprei 2 kits do polivitaminico hemovital ,onde cada kit tem 10 unidades ,pôrem só me mandaram 2 unidades ao invés das 20 unidades .estou aguardando pra ver a resposta deles ,espero q resolva isso.	
3	A qualidade do cetim poderia ser melhor, mas de modo geral o produto é bom. 	
5	Eu recomendo, tapete fino mas com pelos macios.	
4	Gostei do cheiro, não e forte, serve para trabalhar o dia todo cheiroso...	
2	O produto é muito bom, só veio com defeito de fábrica. A parte inferior não está encaixando com a parte superior. Fica sambando. A loja é muito boa,porém estou esperando a resposta para a devolução.	
4	recomendo, produto entregue no prazo, de boa qualidade, sem avarias	
1	Até agora só recebi uma nota fiscal de uma Central para jeep renegade ,mais ate esse momento nada de central nem de jeep nem de elantra 	
4	Tô gostando	
5	Atendimento normal 	
1	Não recebi o produto na data prometida	
5	fiz a compra mas quando vi que a data prevista para a entrega seria pra 23 de agosto me desaminei mas nos comentarios as pessoas falavam que chegava rapido e chegou mesmo.ja to pensando na proxima.	
1	Vcs colocam um produto para venda sem ter em estoque, vcs acham que sou palhaço!!!!!	
1	 Comprei a Garrafa térmica,E um kit de toalhas de 10 toalhas,porém só chegou a Garrafa,Até agora nada Das toalhas.......quero muito um retorno por favor	
3	Algumas funções do controle não funciona ; porém as funções básicas está ok	
3	Recibi bem antes fo prazo porém não é original o controle pois o que temos aqui que veio com a TV tem funções que no controle que comprei não pega. Fiquei decepcionada sim mais fazer oque...	
2	Não encontraram meu endereço, então pedi a devolução do produto e estou aguardando respostas	
5	Amei o produto e a entrega foi super rápida! Estão de parabéns com o atendimento! Recomendo!	
5	Produto de qualidade excelente!	
5	Produto bem embalado, em perfeitas condições.	
1	Quero meu dinheiro de volta	
1	Não recebi o produto !	
5	Produto de ótima qualidade e chegou antes do prazo!	
3	Recebi dentro do prazo, material do produto frágil, porém atende as necessidades.	
3	Paguei o frete, porém, não vêm em casa o produto, outra coisa a foto do produto foi uma, o que foi entregue foi outro produto. Que por sua vez não veio pronto pra ser usado, tive que cortar pra usar.	
5	produto entregue rápido e conforme anunciado...  recomendo a todos... IBL	
5	Produto muito bem feito! Recomendo	
3	Foi a primeira vez que comprei no baratheon e gostei.  Eu tava até pensando em comprar uma bicicleta, mais quando eu olhei a taxa de entrega, achei muito cara.	
1	Loja excelente, mas o produto é nota ZERO. Nem fiz questão de tirar da embalagem. Joguei direto no lixo.	
1	Estou super decepcionda, o produto veio antes do prazo, porém veio errado e até o momento não consegui trocar nem cancelar a compra.	
5	Produto otimo	
1	Recebi o produto no prazo, mas não gostei do relogio.  Solicitei o reembolso, e até o momento (14/09) não tive retorno da empresa. O produto já foi encaminhado a eles, enada	
5	Mercadoria muito boa     É a entrega rápida 	
1	"Parece mais uma lona, e só vem uma parte da ""cortina""."	
3	Gostei da entrega, chegou bem antes do prazo, mas o material do estojo pensei que fosse melhor devido ao preço que saiu com frete, por isso dou 3 estrelas.	
5	Belo atendimento, Otimo profissionais e otimo suporte	
5	Muito bom atendimento! pedido dentro do prazo!	
5	Entregue antes do prazo , produto de qualidade , ótima loja !	
1	Ja paguei a 1° parcela e ainda não chegou	
5	Produto perfeito	
1	Não tive opção de retificar o endereço correto para receber minha encomenda 	
5	Parabéns pela respeito ao consumidor ! 	
1	Encomendamos um caminhão vermelho e veio um amarelo.	
5	Material de qualidade.	
4	Sempre compro na sua lannister e nunca tive qualquer problema recomendo pela qualidade e por preços justos 	
5	Recebi no dia seguinte, e o prazo era 8 dias úteis! !!! Muito bom, superou as expectativas!	
3	Boa qualidade	
2	a bandana era pra ser com as pontas arredondadas e vieram quadradas, também era para vir uma bandana de tamanho médio e veio uma muito grande que não da para usar na testa. 	
5	Recomendo	
1	Precisa 30 dias pra fazer entrega do produto, quando encerra o prazo de entrega apenas constataram que não havia o produto em estoque. Que falta de consideração com seus clientes.	
1	RECEBI O PRODUTO E AO VERIFICAR CONSTATEI QUE O PRODUTO ERA TOTALMENTE DIFERENTE DAQUELE QUE EFETUEI A COMPRA, SOLICITEI A DEVOLUÇÃO E O ENVIO DO PRODUTO CORRETO E ATÉ AGORA NÃO OBTIVE RESPOSTA.	
4	A lâmpada tem um som razoavelmente bom mais deixa a desejar na iluminação é muito pouca e o meu interesse era realmente ultiliza-la para tal	
5	Boa	
5	O papel de parede é exatamente como na foto. Vem com os utensilios para realizar a aplicação, ainda não apliquei, mas gostei muito do produto	
3	O produto foi roubado no correio ainda estou aguardando minha encomenda...	
5	Entrega super rápido, produto veio bem embalado,  vou instalar amanha. Muito bom.	
5	Trabalho de qualidade entregue no prazo produto em perfeito estado bem embalado recomendo!	
3	CHEGOU ANTI DO TEMPO BOA	
1	não chegou	
4	Imaginei que o material fosse um pouco superior , mais é bom. Espero ser resistente e duradouro. A entrega chegou bem antes da data prevista isso foi muito bom. Conferir tá tudo em perfeitas condições	
5	Gostei muito de ter comprado com vcs, não me causou nenhum tipo de problemas.	
2	Simplesmente, não serve pra nada.	
5	Muito bem embalado	
4	Produto entregue conforme o combinado.	
5	Entrega super rápida ,produto de boa qualidade 	
5	Uma loja que eu confio em comprar.	
5	Rápido e correto. Recomendo.	
5	Produto muito bom.	
1	Cadeirinha veio errada e ate agora não entraram em contato comigo me dando a solução do meu problema. o produto é para presente ate sábado dia 25/11 e ninguém me da uma solução!	
3	Gostaria de saber onde é a garantia, pois o mesmo já possui arranhões.	
3	A transportadora estava com o endereço errado e só recebi porque o carteiro passou na hora e informou o endereço certo.	
5	  recomendo	
5	Loja que tem respeito ao cliente!	
5	nice	
4	Gostei do produto atendeu minha expectativas.	
1	Comprei o produto e no dia seguinte tentei cancelar a venda e a orientação que recebi era para receber o produto e devolver. Gosto de comprar no site da lannister mas fiquei chateada.	
1	Entrega atrasada 	
5	chegou tudo certo muito boa a maquina 	
5	Veio antes do prazo, super recomendo.	
1	Achei que cobriria mais metros quadrados. 	
5	Produto excelente entregue conforme combinado 	
5	Produto entregue corretamente	
1	O produto era pra chegar no dia 05/04 no entanto ainda não recebi. Quero meu produto!	
3	Não recebi o conjunto de mantimentos.   Foram preparados para envio?	
5	Produto entregue como combinado	
3	o produto demorou MUITO PARA CHEGAro q NÃO É COMUM TRATANDO-SE DE lannister.COM já conheciaa escovae não entendo pq tem preços disparatados como os que paguei. R$ 128, R$50,00, R$55, etc+ frete.	
1	Quando vou receber meu dinheiro de volta??	
5	Foi muito legal...não tive problemas...recomendo 	
5	.	
1	comprei mesa pra notebook com ordinhas e veio mesa infantil totalmente diferente quero meu produto correto	
4	Recebi bem antes do prazo previsto.	
1	Comprei o produto,paguei o frete e não foi entregue em casa. Tive que ir buscar.  Péssimo.	
5	ótimo	
2	O produto veio com defeito! Espero que não demore muito a troca pois foi comprada para presentear!	
5	Excelente alívio imediato para minha coluna após dois dias de uso	
1	A data prevista era o dia 5/1/2018. Recebi o produto no dia 11/01/2018 que veio errado. Pois comprei dois espremedores e recebi apenas, um já reclamei no mesmo dia da entrega e não obtive retorno.	
1	Comprei dois entregaram só um.	
3	mas quem for comprar tem q enviar msg extra informando exatamente como quer o produto. Encomendei na cor vermelha e veio na cor cinza. Claro q vou ficar c ele pois é cansativo só de pensar em trocar	
5	Recebi antes do prazo estipulado. Foi muito bom...	
4	Foi bom tão de parabéns	
1	Não recebi o produto, entrei com o pedido de cancelamento e estorno do valor pago! Aguardo o andamento da solicitação	
1	Fiz a compra de uma cabo para HD externo de 80 cm, mas me enviaram um com 50cm e ainda por cima consta na nota que o babo é de 80cm!	
5	Amei,chegou super rápido, fiquei hiper satisfeita e o perfume que já uso há tempos,é divinoooo!!!	
5	Adorei a cortina	
1	Fiz a compra de 2 pneus e faturou somente 1, paguei R$525,00 sendo que no site das lannister o mesmo pneu custa R$305,00, preciso de um retorno pois paguei a mais do que vale...  aguardo retorno.	
4	Gostei do serviço	
3	Coisa mais chata isso de ficar perguntando a gente como foi a compra. Faz a sua obrigação e ponto final!	
5	Fiquei muito satisfeita com minha compra, o produto foi entregue antes do prazo. 	
5	Entregue no prazo .	
4	Amei o produto!Do jeito que eu precisava,com varias divisorias...chegou bemm antes do prazo e pra fechar com chave de ouro veio na cor que eu realmente queria vermelha !Simplismente linda!Amei!	
5	Pedi e chegou no tempo e o produto certo!	
5	Excelente vendedor! Enviou rapidamente a encomenda! O produto é excelente e corresponde ao anúncio! Gostei muito do prazo de entrega, muito rápido e sem problemas! Recomendo a todos!	
4	Só uma crítica, o site saiu do ar a parte dos pedidos e não pude rastrea-lo. Site muito ruim nessa parte. E na central não tem como reclamar sem o número do pedido, ou seja, sem comunicação, só espera	
5	muito bom gostei 	
4	o protudo como eu esperava so que não tive tempo de destalo mais garando que muito bom	
4	Loja excelente pra se comprar. Eu ainda não recebi meu produto mais estou sendo muito bem informado sobre o andamento da entrega, espero o êxito da compra o mais breve possível.	
5	Muito Bom; no atendimento, Rapidez na compra, Segurançaa etc.	
5	Produto muito bom e tudo que eu esperava	
1	o produto nao foi entregue.	
5	Muito bom	
2	A ponteira do carregador é diferente da que é mostrada na foto.	
3	A loja em si é boa porém eu pedi um colar e veio um outro totalmente diferente	
2	COMPREI UM CARTAO MAS NAO FUNCIONOU E DEU ERRO E ATRAVES DE APLICATIVO ACUSOU SER FALSO	
1	Meu produto nunca chegou	
2	Muita demora pra entregar o produto...	
5	Ótimo	
1	Produto diferente da propaganda. Não estou satisfeita.	
5	Excelente parabéns	
5	Recebi produto bem antes do prazo e em perfeito estado. 	
5	Produto excelente 	
1	Bom dia!     Não gostei, de péssima qualidade!	
5	Recebi antes do prazo, e o produto exatamente como descrito.	
1	O gaveteiro é péssima qualidade, não tranca direito, tudo torto, mal feito, parece até móvel já usado de tão feio e msl acabado que é, que decepção 	
1	Eu não recebi o produto	
5	Vendedor bom 	
5	Vou recomendar para meus amigos.	
1	Enviei 3 e-mails sobre esta reclamação e vcs não me responderam... Então façam a gentileza de devolver meu dinheiro! Meu e-mail tmbbsb@hotmail.com	
5	Gostei muito	
5	otimo vendedor otimo produto entrega super rapida	
5	A tinta veio em bom embrulho, meio amassado, mas veio corretamente embrulhada em papel bolha. A tinta aparentemente está, ok. Ainda não foi testada, pois minha tinta ainda não acabou...	
3	ótimo	
5	TUDO CONFORME PEDIDO. BOM VENDEDOR.	
5	BEM DO JEITO QUE EU PEDI...	
5	Veio no prazo combinado super bem embalado.	
5	Veio antes do prazo, muito bem embalado e de material resistente o produto, muito bom. 	
5	Otimo muito bom	
5	Fiquei maravilhada com a qualidade e a beleza do produto! Lindo mesmo, pode ser usado como decoração do quartinho de tão lindo🐘👌🏼😍ADOREI MESMO	
5	Entrega super rápida, e produto de qualidade, recomendo!	
5	Sempre sou muito bem atendida e recebo os produtos sempre no prazo,já sou cliente a muito tempo e só tenho a agradecer.	
5	Bom	
2	No anúncio não diz o tipo de gás para utilização, e infelizmente o que chegou não é o que eu preciso. Como a compra é por empresa parceira, tu não tem contato com eles. Tenho que devolver.	
1	Não tenho nem o que opinar! Não recebi o objeto comprado.	
5	a entrega chegou antes do previsto.	
5	recomendo.... demorou um pouco mais ta bom. entregaram direitinho.  	
5	recebi o produto antes do prazo previsto!	
3	Faltou orientações mais detalhadas sobre a instalação	
5	Chegou antes do prazo	
5	A entrega foi bem antes que eu esperava, super recomendo o site 	
5	Tudo conforme a compra realizada.	
5	Estou gostando do produto. Gostaria de comprar outros produtos, tipo 2 ou 3 produtos, e pagar apenas um frete. Não seria justo? Fica a dica!	
4	Foi rápido e os mascotes estão maravilhoso	
5	otima	
4	Demora para atualizar o rastreamento do produto. ( exemplo o produto já tinha chegado, mas a atualização que o produto estava no transporte, só apareceu no outro dia.)	
4	Adorei meu kit ficou lindo no meu sofá 	
2	O maior problema foi ter de buscar o produto nos correios, que não era o da minha cidade. Absurdo ter de pagar um frete que não é barato e não receber o produto em casa.	
5	Porém chegou sem as baterias.	
3	Meu produto veio errado, comprei um tapete de 2 ,00 x 2,00, paguei mais caro por esta medida e veio um tapete maior , gostaria de devolver e receber o produto correto 	
1	Até o momento nada do produto chegar. Esperarei mais uns dias antes de procurar meus direitos perante a justiça.	
4	Entrega rápida bom serviço 	
4	Gostei do produto	
5	Excelente produto, recomendo!	
4	Bem bonita...so não gostei da bainha...	
5	bom produto e vendedor	
5	só o correios que nao entregou tive que retirar     	
5	Produto de ótima qualidade, ficou perfeita na minha cama. Chegou antes do prazo.	
5	Produtos excelente. Chegou bem antes do prazo previsto.	
4	podia ser mais ágil, principalmente se tratando de suplementos vitamínicos.	
5	Satisfeita com o produto e com a entrega.	
1	Não compraria em momento algum novamente nessa loja . Confiei e comprei o produto que eu conheço, marca que eu conheço e veio algo totalmente diferente. Não indico. estou frustrada.	
5	Produto bom responsavel pela entrega até antes do prazo.	
1	Até hoje o produto não foi entregue.	
5	Entrega antes do prazo. 	
5	recomendo, papel de parede lindo e facil colocação. só a cola que veio é dificil diluir na agua.	
4	Produto recebido	
5	Novamente só Tenho Q agradecer vcs. Pontualidade respeito com seus cliente.muito obrigado por vcs serem Assim.nota 1000	
4	Entregaram o produto conforme combinado, no prazo certo, nas condições corretas, o produto correto. Não tenho reclamações.	
1	naõ egue 20/03 como combinado e nem ninguem ligou para da uma satisfação 	
1	não recebi e não tenho informação sobre oque aconteceu	
1	e não recebi o ressarcimento do valor, um absurdo.	
5	muito bom!	
5	adorei	
5	Como sempre, lannister mais que pontual !!! Super recomendo	
5	Produtos chegaram rápido, bem embalados e em ótimo estado.	
4	Ele deveria ser um pouco mais firme.   Quando pagamos frete esperamos receber em casa. Para ir a agência do Correios precisei pegar 2 lotações e metrô (tanto na ida como na volta). Não é certo	
5	Excelente vendedor, produto novo na embalagem, entrega dentro do prazo estipulado 	
1	não veio o produto que eu comprei.	
1	Produto entregue não foi o mesmo do anuncio. Embalagem diferente e bebida tambem. O que esta no anuncio tinha a garrafa de green label. E o que foi enviado tem a garrafa johnny walker platinum.	
5	Gostei muito	
5	Foi entregue antes do prazo.	
5	Produto chegou antes do prazo previsto para entrega e em perfeito estado, com as características iguais as da imagem. Recomendo!	
5	Testando o produto! Tudo em ordem por enquanto! recomendo! Muito obrigado, lannister	
1	QUERO DEVOLVER O PRODUTO PORQUE NÃO TEM A MESMA FÓRMULA DO OPTYMEMORI DO SITE DO ORIGINAL.	
3	regular	
4	Conforme esperado 	
5	Rápida entrega, produto de ótima qualidade.   Amei...	
5	Recomendo.	
5	Bom, pretendo comprar mais vezes.	
2	COMPREI A TAMPA PARA O COOKTOP CONSUL E EM NENHUM MOMENTO DIZIA QUE NÃO TINHA O PRODUTO. NO DEPOIS A PRIMEIRA PARCELA PAGA É QUE FIQUEI SABENDO DA NOVIDADE.	
5	Recomendo o produto e o atendimento.	
5	Chegou muito antes do prazo informado.	
1	Escolhi o controle remoto baseado na figura mostrada. Enviaram-me um outro, com as mesmas funções, é verdade, mas diferente do escolhido.O vendedor também não foi o mencionado na compra. 	
4	O produto é bom! Principalmente para quem deseja gravar videos pela câmera frontal do celular e não possui flash! Ele funciona como um substituto do flash! 	
5	Ótima compra chegou 2 semanas antes da data estimada, veio muito bem embalada.  Amei a compra.	
4	só não curti muito o produto, ja q comprar pela internet mtas vezes o produto parece ser uma coisa, e é bem diferente. kkkkk	
1	comprei um aparelho para voltagem 220(sta Catarina), enviaram 110.Em contato com a Diluka Power disseram que mandariam um transforormadorque foi recebido, mas pinos não combinam,teria comprar um T	
2	Meu pedido não foi entregue	
5	Lindo o Lençol!	
1	Comprei 2 unidades veio só uma, tentei ligar no tel da nota não atende, telefone e aplicativo da lannister não tem a opção de reclamações, entrei com o Procon pra resolver.aconselho ninguém comprar 	
4	Produto simples mas que atendeu a expectativa em razão di baixo custo. Boa opção de presente. Entrega antecipou.	
4	Tudo ok, produto de acordo com o anunciado, só não foi melhor porque a entrega foi pelos Correios, empresa estatal que presta um péssimo serviço, mas dessa vez entregaram no prazo...	
1	Cancelei	
1	O relógio é falsificado, bem diferente da foto anunciada. O preço não vale o produto. 	
4	Produto de qualidade intermediária, porém muito bonito!	
5	Qualidade na prestação dos servidos 	
5	Muito bom	
5	Muito bom.	
5	Recebi uma mensagem da lannister para que eu fosse retirar meu pedido no Correio. Fui e deu tudo OK. Inclusive já tenho um outro pedido com o mesmo produto. 	
5	Recomendo.	
3	Veio apenas a case de celular para bike  A lanterna ainda não chegou	
1	Desta compra estou decepcionado!	
1	Comprei e paguei, porém, não tive qualquer retorno do lojista.  Não recomendo.	
1	Produto diferente do oferecido, e cheio de defeitos.	
3	Tudo certo, produto recebido e nota fiscal enviada com o mesmo.	
1	Muita demora na entrega 	
5	Apesar de ter sido estipulado um prazo de entrega bem distante, foi entregue conforme bem antes.  Fiquei satisfeita....	
5	Entrega muito rápida	
5	Entrega antes do prazo	
5	produto bom,entrega no tempo previsto, recomendo.	
5	Recomendo os produtos ótimos.	
5	preço otimo,e material muito bom,eu recomendo	
5	Tudo certo com a compra. O produto chegou e funcionou direitinho. Só acho que poderiam enviar por carta registrada que sai bem mais barato o frete.	
2	O produto não é adequado ao que condiz na descrição.   	
1	NÃO AVALIAREI ATÉ A PRESENTA DATA, POIS NÃO RECEBI O PRODUTO. 	
1	Fiz a compra .Já cobraram no meu cartão todo o valor e não recebi a mercadoria. Confirmando Endereço de Entrega caso haja alguma divergência.  CEP:30710-020  AV :NOSSA SENHORA DE FÁTIMA 2672 CARLOS PR	
5	O produto é excelente, veio conforme a propaganda. A entrega foi super rápida, chegou bem antes do prazo determinado.	
3	Veio tudo certo, no prazo indicado. Que eu achei que demorou demais, e as espatulas dentro da panela quando roda, fica batendo nos cantos da panela.	
5	Ótimo produto	
1	o produto veio pela metade e veio outro produto	
1	Comprei 14 unidades e recebi somente 9. Ainda não foi resolvida a questão. 	
5	Td lindo e impecável 	
5	otimo	
4	Produto chegou antes do tempo previsto	
3	Ok 	
1	Eu cancelei a compra, estou esperando a devolução do valor conforme o e-mail recebido.	
1	Recebi o produto no prazo mas solicitei o cancelamento pois a mercadoria veio com defeito. 	
1	produto veio quebrado e, ao tentar trocar, foi simplesmente impossível pelo site da baratheon, enviei e-mails que não foram retornados e, por fim, paguei por algo que não usarei.	
1	Não chegou no prazo, e não tem data para a entrega.  Já pedi o cancelamento.  Quero reembolso.	
4	Produto de qualidade excelente, chegou dentro antes do prazo. Adorei	
5	Adorei as barrinhas. O tecido é ótimo e as barras são bem bordadas e delicadas. 	
5	Chegou antes do prazo 	
5	Correu tudo bem com a minha compra, portanto estou satisfeita! Gosto muito de comprar nas lojas lannister!	
5	Recebi o produto correto, com prazo menor ao informado no ato da compra.	
3	Bom  	
1	Paguei o frete é não recebi o produto no endereço indicado. Tive que pagar táxi pra ir buscar no correio. 	
1	nao recebi o produto que ja paguei ! nao recomendo a compra nesse site. 	
1	Nao foi entregue e no status esta como ja foi entregue, quero o meu produto!!!	
4	Primeira experiência boa. 	
5	recomendo	
5	Quero trocar pois comprei o modelo errado. O que posso fazer?	
1	Boa tarde,  Comprei o produto pelo seu formato arredondado nas pontas e me foi entregue três caixas quadradas com as pontas diferentes do anunciado. Ou seja, fui enganada. Exijo retorno	
1	Comprei dois frascos de vitaminas e recebi apenas um	
1	Comprei um produto e foi entregue outro de valor correspondente a aproximadamente metade do valor do produto que eu havia comprado.	
5	Produto otimo, entregue antea do prazo.	
5	Gostei da experiência o produto conforme o anunciado, bonito as medições corretas.  Muito satisfeita. 	
4	o produto veio na data prevista!   O material é de otima qualidade!  Ameiiiiii	
5	Ótimo!!!	
5	Adorei o produto, atendeu à todas as expectativas, chegou antes do prazo estabelecido para entrega.	
5	Adorei as compras pelo site site confiável 	
1	As lentes estao com defeito nao sei se a cx toda	
5	MUITO BOM , ENTREGOU BEM ANTES DO PRAZO!	
5	O produto foi entregue bem antes do prazo, quanto a qualidade parece boa...	
5	produto otimo	
2	o produto é uma porcaria. não vieram todos os parafusos, o produto entortou o cano com a primeira sentada na rede.	
4	O produtor chegou dentro do último prazo que falaram. Pq na primeira página o prazo era de 12 dias, depois aumentou para 1 mes, mas chegou. E o produto é bom, deu super certo na nossa Tv.	
5	Super recomendo	
1	comprei 2 caixas do xtramaster,só mandaram 1,talvez tenha confundido é o que eu espero que tenha acontecido e enviei a outra caixa. Estou aguardando 	
5	Otimo	
5	otimo	
5	Bom produto 	
5	Excelente produto... Os pincéis são de ótima qualidade e muito lindos, e vem com um estojo maravilhoso, recomendo...	
5	Comprei e chegou da antes do prazo, adorei, lindo, super recomendo!   	
5	boneca muito bonita minha filha amou	
5	Satisfeita! Tudo conforme o esperado.	
2	Recebi o produto numa embalagem de papel, geralmente esses relógios vem numa embalagem de materiais duro etc, fiquei com medo de ser falsificado. 	
1	Comprei 2 pendentes e só me entregaram 1  	
5	Como sempre, a lannister.com supera as expectativas!!	
1	Fiquei bem chateado, estalou esperando meu produto até agora e fico sabendo que está em cancelamento do pedido.  Queria muito o produto é agora estou triste e com uma má impressão da loja!	
4	Produto entregue antes do prazo	
5	RAPIDO, PARABENS ATENDEU UMA NECESSIDADE DE URGENCIA . 	
5	entregue antes do prazo muito bom	
3	Prazo mto longo!!	
5	Produto original, como na foto.	
4	Produto conforme especificação, bem embalado e bonito conforme as imagens.	
1	O PRODUTO É DE PÉSSIMA QUALIDADE. DEVERIAM COLOCAR NA DESCRIÇÃO Q SE TRATAVA DE UM RÉPLICA. SEM CONDIÇÕES DE PRESENTEAR ALGUÉM COM AQUILO. HORRÍVEL. PAGUEI MAIS DE R$ 80 EM BRINQUEDO DE LOJAS DE 1,99	
5	Gostei bastante 	
4	Produto muito alem do esperado	
3	gostei.	
5	Produto chegou antes do prazo, conforme anúncio tudo ok, obrigado pela atenção !! Agora minha esposa pode organizar as roupinhas dela é do meu filho.	
5	Eu estou muito satisfeito com o produto e não tive nenhum poblema com essa entrega 	
5	lindo aparelho, recomendo a todos.	
1	Além de demorar muito na entrega ainda veio errado.	
5	Ok	
1	SRS, O PRODUTO ENVIADO É FALSO, NÃO É ORIGINAL LG. TRATA-SE DE PRODUTO PIRATA / CHING LING. SOLICITO TROCA POR ORIGINAL.	
4	muito bom	
1	venho outro modelo de relógio casio, diferente do relógio que comprei.	
1	estou desapontado, já paguei ao stark 2 parcelas e não recebi o produto .	
3	Foi solicitado três unidade, porém recebi somente duas unidade.	
4	o produto veio correto, a barra magnética atendeu minhas expectativas ela gruda bem as facas isso porque minhas facas são grandes, não caem de forma alguma  	
1	Ontem, dia 04/Abril, recebi apenas 01 cuba das 04 unidades compradas. Ainda falta receber mais 03. Espero que tenha sido um erro não ter recebido o pedido integralmente numa única entrega.	
1	AINDA NÃO RECEBI O Nitro Hard 2300g Chocolate - Integralmédica E TAMBÉM NÃO RECEBI O BCCAA DA MESMA MARCA	
4	Compra sem problemas, produto OK entregue no prazo.	
1	nao recebi meu produto e nem uma posição sobre o mesmo	
5	Antes do prazo combinado, produto top!	
4	O produto chegou dentro do prazo estimado, mas ainda assim é um prazo muito longo.	
5	Muito bom	
4	Até o momento não recebi o produto ( Oculos Lupa Cabeça 8 Lentes 2 Leds Alto Brilho para Ourives.	
1	ainda não recebi o produto. ninguém entrou em contato. NÃo recomendo a ninguém . sou cliente baratheon mt tempo primeira vez que acontece essa situação. 	
5	MT bom 	
1	Como devo proceder para ser ressarcida?	
5	gostei da pontualidade	
1	 não compro mais dessa parceira do baratheon fazer 30 dias que comprei nem a nota fiscal foi emitida ainda.	
5	fui bem atendido	
5	Sempre no prazo , sempre bons produtos. Recomendo 	
3	Não sei o que aconteceu mais o meu produto foi desenvolvido ao contrário,   	
5	Recomendo este produto, mt bom. Lojas lannister está de parabéns entregou bem antes do combinado.	
3	Comprei dois produtos, infelizmente acabou vindo de cada vez e cada um cobrou um frete.. 	
5	Otimo	
4	Boa qualidade	
5	Satisfeito com o produto.  Muito bom	
3	Muito bom	
1	Foi cancelado este produto	
1	Até o momento não recebi o produto então não tenho nada a opinar.	
3	Se eu não tivesse precisando tanto, iria devolver, pois na imagem mostra que a película cobre toda a volta do botão que fica na parte inferior do celular, quando na verdade não cobre!	
1	Não entendi o porquê que não encontraram o meu endereço.	
5	O produto foi entregue na casa errada. Minha vizinha foi quem recebeu. peço que verifiquem com a empresa que entregou, pois não é primeira vez que isso acontece	
5	A baratheon é muito comprometida com seus clientes pois produto chegou perfeitamente em minha residencia e dentro do prazo.	
5	Bom	
1	Nso entregou todos os produtos 	
1	O produto demorou demais pra ser entregue.. um mês!  A embalagem não é a do produto e sim de outro modelo.  Ou seja parecia produto de mostruário réplica  O relógio veio configurado hora e outras funç	
4	Não recebi a nota fiscal do produto. Preciso da nota.	
5	Estou muito satisfeita com o produto recebido 	
5	A mercadoria chegou 12 dias antes da data prevista. Parabéns	
1	Estão faltando duas garrafas de vinho!!! A compra foram 6 e só veio 4.  Tomem providências  Atenciosamemte	
1	Ainda não recebi o produto 	
1	Ainda aguardando. Prometeram entregar esta semana.   Na verdade em comprei em 7 de Março e nao de abril.	
5	o produto chegou bem antes do prazo e veio direitinho. 	
1	Boa noite, o produto ainda não foi entregue pelos correios. Acredito que a empresa deveria acompanhar essa entrega, visto que o prazo era longo e não foi cumprido. Aguardo algum retorno	
3	Boa loja e o produto é de boa qualidade, mas tive problemas com a entrega (Correios), o carteiro fez apenas uma tentativa de entrega e enviou o produto para uma agência, onde tive que ir retirar	
2	O produto não funciona conforme o esperado. como áudio entre outros.	
5	Gostei e recomendo.	
1	Produto não entregue = consumidor insatisfeito. Preciso de retorno do stark se o produto ainda será entregue ou não.	
1	Produto não entregue no prazo e nenhuma satisfação nem do vendedor e nem só site, um absurdo pois já paguei a fatura do cartão e meu produto não chegou ainda, estou precisando do mesmo, insatisfeito.	
4	Recomendo 	
5	ENTREGA SUUUUPER RÁPIDA!!	
5	O produto atendeu todas as minhas expectativas! 	
2	um dos melhores sites de compra	
1	Fiz o pedido de uma referência porém chegou outra.  Estou com dificuldade de resolver o problema.	
5	Entrega feita antes do previsto, produto excelente qualidade	
4	Chegou antes do prazo, tudo tranquilo !	
1	Olha estou muito decepcionado pq sempre comprei pelo site e sempre veio os produtos certinhos agora foi uma sacanagem que fizeram comigo anunciaram a foto de um produto é mandaram outro 	
1	Não tinha o produto em estoque e deixam disponível no site, agora tem que passar pelo transtorno de aguardar reembolso do valor.	
5	Ok	
1	pena que é muito pouco o produto e o frete é muito caro	
1	comprei tapetes para meu carro e chegou uma capa para pneu do CrossFox... e até agora não tive nenhuma resposta do vendedor 	
1	Minha mercadoria nao chegou ainda	
5	Chegou antes do prazo esperado	
5	otimo atendimento	
5	ESTAVA PREVISTO PARA SER ENTREGUE DIA 12/09 E FOI ENTREGUE DIA 07/09.	
1	Quando meu pedido vai chegar? 	
